Sl_No,State,District,Spring Name,Latitude,Longitude,Elevation,pH,TDS,DEM_Elevation,Elevation_Difference,DEM_Neighborhood_Median,Neighborhood_Difference,Elevation_QC,Slope,Aspect,Annual_Rainfall_2023,LULC_Code,LULC,Distance_to_Drainage_m,Flow_Accumulation,Clay_0_5cm,Geology,Geology_Code,Geology_Source_Sheet,Geology_QC,Status,Candidate_Cells,Area_km2,Mean_Zone_Score,Median_Zone_Score,Max_Zone_Score,Mean_Elevation_m,Mean_Slope_deg,Mean_Drainage_Distance_m,Mean_Flow_Accumulation,Elevation_Support,Drainage_Support,Slope_Support,TPI_Support,Flow_Support,Evidence_Support_Index,Final_Status,Confidence_Level,Interpretation,Recharge_Suitability_Score,Recharge_Suitability_Class,Indicative_Intervention,Intervention_Category,Risk_Flag,Risk_Level,Spring_Revival_Priority_Score,Priority_Class
75,West Bengal,Darjeeling,Saatkanya Dhara,26.869923,88.267063,1376.64,5.82,,1344.0,-32.6400000000001,1344.0,-32.6400000000001,OK,35.37360000610352,20.96849822998047,3244.854736328125,10,Tree cover,336.3572282772506,6.0,250.0,Schist,921,78B/5,VISUAL_REVIEW,ZONE_CREATED,1989,1.7901,0.6068201475262817,0.6014672480397099,0.7699414957197868,1245.5123177777778,28.998270112830888,106.04130461617194,91.07340372046257,0.2126696832579185,0.8315736551030669,0.759175465057818,0.4891905480140774,0.779788838612368,0.6032428355957768,PRIMARY_ZONE,Higher,Model-derived probable recharge/influence zone; field validation required,40.57002773696323,Moderate,Contour trench / staggered trench,Contour / Infiltration,Steep terrain,High,37.9484943086307,Lower Priority
76,West Bengal,Darjeeling,Simana Dhara,26.868927,88.256618,1238.67,5.77,,1209.0,-29.67000000000008,1210.0,-28.67000000000008,OK,25.335880279541016,207.38400268554688,3244.854736328125,10,Tree cover,189.5613802198976,3.0,266.0,Schist,921,78B/5,VISUAL_REVIEW,ZONE_CREATED,1462,1.3158,0.6891732846398365,0.6814473539353819,0.8538389394701584,1160.106703146375,23.84551083230065,75.016716666528,36.85841313269494,0.359781121751026,0.9528043775649796,0.963064295485636,0.7626538987688098,0.7982216142270862,0.754890560875513,PRIMARY_ZONE,Higher,Model-derived probable recharge/influence zone; field validation required,54.76548576045953,Moderate,Site-specific recharge assessment,Site-specific Assessment,,Low,70.02945970649515,Higher Priority
77,West Bengal,Darjeeling,Whistle Khola Source,26.891003,88.282185,1510.33,6.79,,1560.0,49.67000000000007,1574.0,63.67000000000007,OK,23.11885452270508,229.919189453125,3029.22314453125,10,Tree cover,0.0,709.0,269.0,Schist,921,78B/5,VISUAL_REVIEW,SPRING_NOT_IN_TOP25_PERCENT,0,,,,,,,,,,,,,,,FIELD_VERIFICATION_REQUIRED,Unresolved,No zone assigned by current workflow; field verification required,76.10211422587697,High,Field verification before intervention,Field Verification,Field verification required,High,29.283187123410016,Lower Priority
78,West Bengal,Darjeeling,BansghariDhara,26.946829,88.406467,931.95,6.85,,927.0,-4.9500000000000455,927.0,-4.9500000000000455,OK,37.35920715332031,185.4561767578125,4049.5537109375,10,Tree cover,166.08231900181167,5.0,258.0,Schist,921,78B/5,VISUAL_REVIEW,ZONE_CREATED,1712,1.5408,0.6573417688504318,0.6509530026126958,0.8064397165452561,926.4316588785048,31.84941972157974,102.87944208954572,32.481308411214954,0.5040887850467289,0.8703271028037384,0.8054906542056075,0.6723130841121495,0.7651869158878505,0.7203271028037385,PRIMARY_ZONE,Higher,Model-derived probable recharge/influence zone; field validation required,58.16560902069302,Moderate,Contour trench / staggered trench,Contour / Infiltration,Steep terrain,High,45.95020143639813,Moderate Priority
79,West Bengal,Darjeeling,Bulbuley Dhara,26.883477,88.274328,1420.1,6.34,,1385.0,-35.09999999999991,1386.0,-34.09999999999991,OK,23.905920028686523,239.2895050048828,3029.22314453125,10,Tree cover,123.68888888888888,2.0,249.0,Schist,921,78B/5,VISUAL_REVIEW,ZONE_CREATED,1607,1.4463,0.690315561792588,0.6765313502281585,0.8234337124882929,1352.0821406347231,20.95922360593546,38.67168087821172,135.65961418792782,0.4038581207218419,1.0,0.940883634100809,0.9141257000622276,0.8263845675171126,0.8002177971375234,PRIMARY_ZONE,Higher,Model-derived probable recharge/influence zone; field validation required,50.433565431651175,Moderate,Site-specific recharge assessment,Site-specific Assessment,,Low,69.2233166299513,Higher Priority
80,West Bengal,Darjeeling,Charcharey Dhara,26.975459,88.381527,989.75,6.75,,1017.0,27.25,1017.0,27.25,OK,28.83539581298828,107.07923889160156,4049.5537109375,10,Tree cover,391.2131733245381,27.0,261.0,Schist,921,78B/5,VISUAL_REVIEW,SPRING_NOT_IN_TOP25_PERCENT,1271,1.1439,0.7041,0.7041,0.7041,,,130.3506,,,,,,,,LOWER_CONFIDENCE_ZONE,Lower,Lower-confidence model-derived influence zone; field validation strongly recommended,62.51642451251998,Moderate,Site-specific recharge assessment,Site-specific Assessment,Lower-confidence zone,Moderate,37.619480417821,Lower Priority
81,West Bengal,Darjeeling,DevithanDhara,26.951341,88.318112,1703.51,6.54,,1696.0,-7.509999999999991,1693.0,-10.509999999999993,OK,11.608909606933594,76.34175872802734,3029.22314453125,10,Tree cover,61.84444444444444,1.0,281.0,Schist,921,78B/5,VISUAL_REVIEW,ZONE_CREATED,2315,2.0835,0.6861313150293554,0.6723500203433008,0.9002191516072855,1638.4410367429805,19.062711074317143,26.425372585370848,231.08423326133908,0.3805615550755939,1.0,0.7140388768898488,0.8107991360691145,0.8103671706263499,0.7311231101511879,PRIMARY_ZONE,Higher,Model-derived probable recharge/influence zone; field validation required,51.7686997697991,Moderate,Site-specific recharge assessment,Site-specific Assessment,,Low,67.81804318943519,Higher Priority
82,West Bengal,Darjeeling,Dhobi Khola Dhara,26.82627,88.263542,1114.19,6.67,,398.0,-716.19,398.0,-716.19,HIGH_PRIORITY_REVIEW,5.553112030029297,48.29875183105469,3244.854736328125,10,Tree cover,27.55190174240253,5.0,252.0,Schist,921,78B/5,VISUAL_REVIEW,ZONE_CREATED,2145,1.9305,0.7172707446043224,0.6944074724292522,0.8833202439207086,374.5473267972028,5.35034949045522,40.022263961310735,155.78787878787878,0.2899766899766899,1.0,0.97995337995338,1.0,0.7333333333333333,0.7784848484848486,PRIMARY_ZONE,Higher,Model-derived probable recharge/influence zone; field validation required,49.00555112626623,Moderate,Site-specific recharge assessment,Site-specific Assessment,,Low,67.85732101767857,Higher Priority
83,West Bengal,Darjeeling,Gokul Dhara,26.940846,88.342848,1230.14,6.53,,1249.0,18.8599999999999,1249.0,18.8599999999999,OK,21.0175838470459,157.7987060546875,3029.22314453125,10,Tree cover,124.24821950857675,1.0,255.0,Schist,921,78B/5,VISUAL_REVIEW,ZONE_CREATED,2114,1.9026,0.7035535869135393,0.6921245772710047,0.837727875377621,1300.9446546830652,20.00644687328303,24.137833763579213,164.33585619678334,0.6158940397350994,1.0,0.9924314096499528,0.9858088930936612,0.8358561967833491,0.8757095553453169,PRIMARY_ZONE,Higher,Model-derived probable recharge/influence zone; field validation required,50.700279986587525,Moderate,Site-specific recharge assessment,Site-specific Assessment,,Low,71.62142665365327,Higher Priority
84,West Bengal,Darjeeling,JungpanaThuloKhola,26.904922,88.317615,1407.46,6.82,,1426.0,18.539999999999964,1426.0,18.539999999999964,OK,23.603221893310547,2.380280017852783,3029.22314453125,10,Tree cover,63.18712673996586,8.0,276.0,Schist,921,78B/5,VISUAL_REVIEW,ZONE_CREATED,1206,1.0854,0.6905158742791627,0.680494308343801,0.8201068193446659,1487.226368159204,23.604342595877995,57.00565702049728,62.824212271973465,0.6434494195688225,0.9693200663349916,0.9933665008291874,0.7014925373134329,0.7927031509121062,0.8259950248756219,PRIMARY_ZONE,Higher,Model-derived probable recharge/influence zone; field validation required,61.55435942469932,Moderate,Site-specific recharge assessment,Site-specific Assessment,,Low,75.55703045861833,Higher Priority
85,West Bengal,Darjeeling,Rolak Khola Source,26.944928,88.410554,822.89,6.76,,836.0,13.110000000000014,847.0,24.110000000000014,OK,27.983922958374023,136.91563415527344,4049.5537109375,10,Tree cover,0.0,286.0,260.0,Schist,921,78B/5,VISUAL_REVIEW,ZONE_CREATED,1473,1.3257,0.7055505425612499,0.6955601108475382,0.8678406349574463,734.7807198234894,26.52349425386957,44.85781543252028,105.66191446028512,0.2525458248472505,0.9993211133740664,0.9226069246435844,0.7644263408010862,0.8268839103869654,0.7361846571622539,PRIMARY_ZONE,Higher,Model-derived probable recharge/influence zone; field validation required,84.47929345495912,High,Drainage-line recharge / small check structure,Drainage-line Recharge,,Low,84.32518644234716,Higher Priority
86,West Bengal,Darjeeling,Sim Gairy,26.939639,88.344163,1246.11,6.44,,1255.0,8.8900000000001,1255.0,8.8900000000001,OK,22.91492462158203,136.61622619628906,3029.22314453125,10,Tree cover,103.231298137963,11.0,255.0,Schist,921,78B/5,VISUAL_REVIEW,ZONE_CREATED,2210,1.989,0.697753265070467,0.6861193597447326,0.8364428496687197,1283.1488687782803,20.89124117309513,28.63321284767031,154.70678733031673,0.5570135746606335,1.0,0.9778280542986424,0.9678733031674208,0.8131221719457014,0.8519683257918552,PRIMARY_ZONE,Higher,Model-derived probable recharge/influence zone; field validation required,57.24752887905491,Moderate,Site-specific recharge assessment,Site-specific Assessment,,Low,74.1828142132831,Higher Priority
87,West Bengal,Darjeeling,BholayDhara,26.903722,88.2889,1636.78,7.17,,1627.0,-9.779999999999973,1627.0,-9.779999999999973,OK,38.00187683105469,166.56968688964844,3029.22314453125,10,Tree cover,218.20200462068905,9.0,279.0,Schist,921,78B/5,VISUAL_REVIEW,ZONE_CREATED,1143,1.0287,0.6447435916815161,0.6377926107724354,0.8035615885971372,1583.7769028871392,31.48221312874139,64.80492600450957,166.81452318460194,0.4321959755030621,0.9623797025371827,0.7804024496937882,0.6754155730533683,0.7454068241469817,0.7178477690288714,PRIMARY_ZONE,Higher,Model-derived probable recharge/influence zone; field validation required,46.93041617697739,Moderate,Contour trench / staggered trench,Contour / Infiltration,Steep terrain,High,42.25041675358065,Moderate Priority
88,West Bengal,Darjeeling,Dara GaonDhara,26.875879,88.300027,1345.45,6.3,,1350.0,4.5499999999999545,1348.0,2.5499999999999545,OK,29.403053283691406,104.96539306640624,3029.22314453125,10,Tree cover,92.76666666666668,1.0,270.0,Schist,921,78B/5,VISUAL_REVIEW,ZONE_CREATED,1298,1.1682,0.6892375199395717,0.6790028235979236,0.8442227712734507,1356.073189522342,27.8026781941374,46.35252871539795,72.21032357473035,0.5069337442218799,1.0,0.9576271186440678,0.7380585516178737,0.8043143297380585,0.7996147919876733,PRIMARY_ZONE,Higher,Model-derived probable recharge/influence zone; field validation required,51.24442293315058,Moderate,Site-specific recharge assessment,Site-specific Assessment,,Low,69.61065522620548,Higher Priority
89,West Bengal,Darjeeling,Gaurishanker Mandir Dhara,26.870245,88.282619,1290.19,6.64,,1310.0,19.809999999999945,1314.0,23.809999999999945,OK,21.205087661743164,297.2867736816406,3244.854736328125,10,Tree cover,0.0,219.0,264.0,Schist,921,78B/5,VISUAL_REVIEW,ZONE_CREATED,791,0.7119,0.6943282084579224,0.6809369596851047,0.8824164038860465,1345.161820556258,22.55481580743719,47.13281626863575,200.59544879898863,0.6055625790139064,1.0,0.9532237673830596,0.7774968394437421,0.7484197218710493,0.8209228824273073,PRIMARY_ZONE,Higher,Model-derived probable recharge/influence zone; field validation required,74.29896336851812,High,Drainage-line recharge / small check structure,Drainage-line Recharge,,Low,81.77716815707828,Higher Priority
90,West Bengal,Darjeeling,Giday Source,26.874255,88.301755,1277.0,6.93,,1287.0,10.0,1289.0,12.0,OK,33.229244232177734,85.75354766845703,3244.854736328125,10,Tree cover,164.1372134450453,29.0,278.0,Schist,921,78B/5,VISUAL_REVIEW,ZONE_CREATED,449,0.4041,0.7055426459341296,0.6962780506723985,0.8336712660343932,1289.6481070824054,30.940838664589144,61.5056506855081,74.56570155902004,0.5367483296213809,0.9910913140311804,0.930957683741648,0.6792873051224945,0.7282850779510023,0.7792873051224944,PRIMARY_ZONE,Higher,Model-derived probable recharge/influence zone; field validation required,59.08649203405994,Moderate,Contour trench / staggered trench,Contour / Infiltration,Steep terrain,High,47.39921236095812,Moderate Priority
91,West Bengal,Darjeeling,Lampatey Gairy,26.865241,88.356015,358.35,6.15,,340.0,-18.350000000000023,340.0,-18.350000000000023,OK,19.582061767578125,0.0,3244.854736328125,10,Tree cover,229.1183066149344,15.0,241.0,Schist,921,78B/5,VISUAL_REVIEW,ZONE_CREATED,2471,2.2239,0.6790023148040334,0.6674922030551218,0.8909130405271062,382.8806255969243,16.948629881931932,40.670476249659245,3432.613112100364,0.8097936058276002,1.0,0.849048968029138,0.9081343585592876,0.8182921893970052,0.8812221772561716,PRIMARY_ZONE,Higher,Model-derived probable recharge/influence zone; field validation required,54.08923026610395,Moderate,Site-specific recharge assessment,Site-specific Assessment,,Low,73.48128045073712,Higher Priority
92,West Bengal,Darjeeling,Mansi Dhara,26.877208,88.271697,1389.48,5.9,,1371.0,-18.48000000000001,1372.0,-17.480000000000018,OK,13.409246444702148,245.98687744140625,3029.22314453125,50,Built-up,63.18712673996586,18.0,252.0,Schist,921,78B/5,VISUAL_REVIEW,ZONE_CREATED,1898,1.7082,0.6450006760774556,0.6325867851435948,0.788637878045348,1384.2233930453108,16.471758311066374,52.8663232659753,54.9699683877766,0.5142255005268704,0.9926238145416229,0.9457323498419388,0.9841938883034772,0.7523709167544784,0.8263435194942044,PRIMARY_ZONE,Higher,Model-derived probable recharge/influence zone; field validation required,47.56081275773547,Moderate,Site-specific recharge assessment,Site-specific Assessment,,Low,68.57071196369387,Higher Priority
93,West Bengal,Darjeeling,PaniTanki Source,26.878624,88.299277,1342.92,6.93,,1348.0,5.079999999999927,1356.0,13.079999999999927,OK,17.153968811035156,61.87086486816406,3029.22314453125,10,Tree cover,0.0,431.0,270.0,Schist,921,78B/5,VISUAL_REVIEW,ZONE_CREATED,1213,1.0917,0.6375225295830171,0.6210482067551599,0.8482792364582636,1335.7691679472382,24.90439976605557,36.33335225991733,202.62159934047816,0.4756801319043693,1.0,0.6364385820280297,0.551525144270404,0.8186314921681781,0.7017312448474856,PRIMARY_ZONE,Higher,Model-derived probable recharge/influence zone; field validation required,72.87650907819881,High,Drainage-line recharge / small check structure,Drainage-line Recharge,,Low,77.49019188452397,Higher Priority
94,West Bengal,Darjeeling,Patley Khola Dhara,26.947705,88.322064,1541.41,6.7,,1599.0,57.58999999999992,1602.0,60.58999999999992,OK,39.9390983581543,85.56964111328125,3029.22314453125,10,Tree cover,67.70408110494506,4.0,288.0,Schist,921,78B/5,VISUAL_REVIEW,ZONE_CREATED,868,0.7812,0.6535741172984729,0.6439820373667823,0.8637794243171808,1698.516129032258,26.245448789509133,32.53375556760107,318.79953917050693,0.7050691244239631,1.0,0.380184331797235,0.976958525345622,0.826036866359447,0.7727534562211981,PRIMARY_ZONE,Higher,Model-derived probable recharge/influence zone; field validation required,50.27356463275653,Moderate,Contour trench / staggered trench,Contour / Infiltration,Steep terrain,High,44.40760090195924,Moderate Priority
95,West Bengal,Darjeeling,Pradhan Dhara,26.87576,88.271934,1381.0,5.83,,1389.0,8.0,1393.0,12.0,OK,14.100932121276855,205.6874084472656,3029.22314453125,10,Tree cover,148.76460211076738,26.0,255.0,Schist,921,78B/5,VISUAL_REVIEW,ZONE_CREATED,2174,1.9566,0.6836882939858893,0.6717591133565036,0.8188784593480571,1413.0699172309107,16.650713676668577,54.35376307419824,97.48620055197792,0.5091996320147194,0.9820607175712972,0.9461821527138914,0.8794848206071757,0.7465501379944802,0.8059567617295308,PRIMARY_ZONE,Higher,Model-derived probable recharge/influence zone; field validation required,53.78641032520199,Moderate,Site-specific recharge assessment,Site-specific Assessment,,Low,71.07190801448692,Higher Priority
96,West Bengal,Darjeeling,ShivaDhara,26.90002,88.2879,1588.44,6.95,,1702.0,113.55999999999996,1702.0,113.55999999999996,REVIEW,35.97931289672852,282.8691101074219,3029.22314453125,10,Tree cover,185.53333333333333,1.0,274.0,Schist,921,78B/5,VISUAL_REVIEW,SPRING_NOT_IN_TOP25_PERCENT,1998,1.7982,0.6767,0.6767,0.6767,,,82.6287,,,,,,,,LOWER_CONFIDENCE_ZONE,Lower,Lower-confidence model-derived influence zone; field validation strongly recommended,43.11034928368856,Moderate,Contour trench / staggered trench,Contour / Infiltration,Steep terrain; Lower-confidence zone,High,22.46086351719878,Lower Priority
97,West Bengal,Darjeeling,Simsaar Dhara,26.909022,88.2915,1735.29,6.92,,1704.0,-31.289999999999964,1704.0,-31.289999999999964,OK,28.716915130615234,325.72900390625,3029.22314453125,10,Tree cover,154.61111111111111,3.0,274.0,Schist,921,78B/5,VISUAL_REVIEW,ZONE_CREATED,788,0.7092,0.6726772357539815,0.6636515728321535,0.8136026338510596,1723.194162436548,25.308288780156715,41.56017769381153,110.08629441624366,0.6040609137055838,1.0,0.8439086294416244,0.7817258883248731,0.7817258883248731,0.8043147208121826,PRIMARY_ZONE,Higher,Model-derived probable recharge/influence zone; field validation required,52.739410877516704,Moderate,Site-specific recharge assessment,Site-specific Assessment,,Low,70.49914706312383,Higher Priority
98,West Bengal,Darjeeling,Shiva Mandir Dhara,26.842984,88.358953,547.82,5.73,,564.0,16.17999999999995,571.0,23.17999999999995,OK,17.021469116210938,251.52410888671875,3244.854736328125,10,Tree cover,202.5363979638454,58.0,238.0,Schist,921,78B/5,VISUAL_REVIEW,ZONE_CREATED,408,0.3672,0.6301247029619389,0.6244250478282828,0.7561000431975171,515.8774518382353,17.130397619279993,78.64888383629805,54.838235294117645,0.1740196078431372,0.9534313725490196,0.965686274509804,0.5024509803921569,0.7426470588235294,0.6617647058823529,PRIMARY_ZONE,Higher,Model-derived probable recharge/influence zone; field validation required,57.37973159667865,Moderate,Site-specific recharge assessment,Site-specific Assessment,,Low,68.54280697480992,Higher Priority
99,West Bengal,Darjeeling,8 Dhuray Dhara,26.872477,88.284635,1401.9,6.2,,1438.0,36.09999999999991,1449.0,47.09999999999991,OK,26.14449691772461,297.4633178710937,3244.854736328125,10,Tree cover,27.55190174240253,43.0,264.0,Schist,921,78B/5,VISUAL_REVIEW,ZONE_CREATED,879,0.7911,0.6956029753266662,0.6815608344181385,0.8365082463886688,1416.0386803868032,24.264312004428728,49.35370661283629,147.9169510807736,0.4505119453924914,0.9988623435722412,0.9089874857792948,0.8031854379977247,0.764505119453925,0.7792946530147895,PRIMARY_ZONE,Higher,Model-derived probable recharge/influence zone; field validation required,67.32603333603534,Moderate,Site-specific recharge assessment,Site-specific Assessment,,Low,77.04185625846137,Higher Priority
100,West Bengal,Darjeeling,JungpanaKholaSource,26.90459,88.318518,1379.45,6.92,,1407.0,27.549999999999955,1406.0,26.549999999999955,OK,28.2076416015625,5.825709342956543,3029.22314453125,10,Tree cover,151.0046937986269,20.0,276.0,Schist,921,78B/5,VISUAL_REVIEW,ZONE_CREATED,740,0.666,0.6868015832172586,0.6772550407535476,0.801828156082228,1457.0337837837835,26.0161247826882,54.284501152800026,118.59594594594594,0.6621621621621622,0.9783783783783784,0.9675675675675676,0.6324324324324324,0.8513513513513513,0.8262162162162162,PRIMARY_ZONE,Higher,Model-derived probable recharge/influence zone; field validation required,58.83955872005554,Moderate,Site-specific recharge assessment,Site-specific Assessment,,Low,74.20626584651427,Higher Priority
